old_id,new_id,old_damage_gra,new_damage_gra,vlm_damage_class,vlm_confidence,remap_action,vlm_action,compare_chip,iou,centroid_distance_m,google_maps_url
ems_00011,aoi12_v2_00019,Damaged,Damaged,likely_destroyed,0.92,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00011_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.60436128986619,-67.0203681198751"
ems_00012,aoi12_v2_00020,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00012_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.606215724090909,-67.02149627704546"
ems_00013,aoi12_v2_00041,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00013_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.606247440675675,-67.02343160202703"
ems_00014,aoi12_v2_00043,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00014_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.606425188170732,-67.02112542914634"
ems_00015,aoi12_v2_00044,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00015_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.607088725735295,-67.02160794764706"
ems_00016,aoi12_v2_00045,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00016_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.607200258,-67.019009784"
ems_00017,aoi12_v2_00048,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00017_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.6071411545,-67.01585228675"
ems_00018,aoi12_v2_00049,Possibly damaged,Possibly damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00018_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608148381111112,-67.0187448811111"
ems_00019,aoi12_v2_00053,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00019_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608039860704364,-67.00800280220237"
ems_00020,aoi12_v2_00061,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00020_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608196335802468,-67.02287456234568"
ems_00021,aoi12_v2_00022,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00021_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.603547211538462,-67.03168801115385"
ems_00022,aoi12_v2_00025,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00022_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.60388637888889,-67.02896722888889"
ems_00023,aoi12_v2_00026,Possibly damaged,Possibly damaged,possible_major_damage,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00023_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.604057585,-67.030784653"
ems_00024,aoi12_v2_00027,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00024_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.604379974,-67.029458654"
ems_00025,aoi12_v2_00028,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00025_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.604420357837837,-67.0309509154054"
ems_00026,aoi12_v2_00032,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00026_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.605147495,-67.03213728749999"
ems_00027,aoi12_v2_00033,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00027_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.60525947732612,-67.0348830284235"
ems_00028,aoi12_v2_00034,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00028_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.60493100952941,-67.03313448211765"
ems_00029,aoi12_v2_00035,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00029_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.605618074285715,-67.03103998142856"
ems_00030,aoi12_v2_00042,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00030_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.606061881666667,-67.025545583"
ems_00031,aoi12_v2_00037,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00031_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.605771187419354,-67.02861496232258"
ems_00032,aoi12_v2_00038,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00032_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.607970675,-67.032364653125"
ems_00033,aoi12_v2_00062,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00033_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608552014930876,-67.02577978308756"
ems_00034,aoi12_v2_00039,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00034_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608039345008404,-67.03443701038655"
ems_00035,aoi12_v2_00066,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00035_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608502778703507,-67.02704386155155"
ems_00036,aoi12_v2_00040,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00036_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608333004545456,-67.03000628545455"
ems_00037,aoi12_v2_00071,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00037_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608585757142858,-67.02935383857142"
ems_00038,aoi12_v2_00072,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00038_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608804539285714,-67.03126915"
ems_00039,aoi12_v2_00073,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00039_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608923061818182,-67.0286722890909"
ems_00040,aoi12_v2_00074,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00040_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609351997142856,-67.02810981428571"
ems_00041,aoi12_v2_00063,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00041_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608157678495576,-67.0235399399115"
ems_00042,aoi12_v2_00064,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00042_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608322817906977,-67.02475446565892"
ems_00043,aoi12_v2_00065,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00043_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608328463934425,-67.02125024032787"
ems_00044,aoi12_v2_00056,Possibly damaged,Possibly damaged,minor_visible_damage,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00044_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608368029045938,-66.9986873646643"
ems_00045,aoi12_v2_00069,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00045_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.608890552857144,-67.01760054571429"
ems_00046,aoi12_v2_00070,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00046_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.60879685142857,-67.01596222857142"
ems_00047,aoi12_v2_00057,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00047_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609065894814815,-67.01411440407408"
ems_00048,aoi12_v2_00113,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00048_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609863663999999,-67.009877484"
ems_00049,aoi12_v2_00115,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00049_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609585159523808,-67.01360289380952"
ems_00050,aoi12_v2_00116,Destroyed,Destroyed,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00050_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609666013809525,-67.01441043095238"
ems_00051,aoi12_v2_00117,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00051_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609638426557378,-67.01139310032787"
ems_00052,aoi12_v2_00118,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00052_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.60974750582569,-66.98619988211009"
ems_00053,aoi12_v2_00119,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00053_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610199397661537,-67.0061719804"
ems_00054,aoi12_v2_00120,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00054_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610505655166666,-67.009151284"
ems_00055,aoi12_v2_00121,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00055_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61067700617647,-67.01328281735293"
ems_00056,aoi12_v2_00080,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00056_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610860842897884,-67.02103362942042"
ems_00057,aoi12_v2_00122,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00057_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610665791818182,-67.01167495"
ems_00058,aoi12_v2_00075,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00058_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610800195112107,-67.0144296540583"
ems_00059,aoi12_v2_00076,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00059_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610827765652173,-67.01019844836956"
ems_00060,aoi12_v2_00081,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00060_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61309085233146,-67.02221540393259"
ems_00061,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00061_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.597316664444444,-66.93102622305555"
ems_00062,,Possibly damaged,,possible_major_damage,0.75,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00062_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.598595514835164,-66.92251005263736"
ems_00063,,Damaged,,possible_major_damage,0.75,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00063_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.599817650347129,-66.92506433463284"
ems_00064,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00064_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.599766886428572,-66.93069049642857"
ems_00065,,Possibly damaged,,no_change_visible,0.95,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00065_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.600096011208791,-66.93007416593407"
ems_00066,aoi12_v2_00084,Possibly damaged,Possibly damaged,minor_visible_damage,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00066_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.600272263983051,-66.93431937101694"
ems_00067,,Possibly damaged,,possible_major_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00067_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.600701960083335,-66.931661464"
ems_00068,,Damaged,,possible_major_damage,0.75,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00068_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.600797055614034,-66.93254356192982"
ems_00069,,Damaged,,likely_destroyed,0.95,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00069_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.601185569090909,-66.92727003272726"
ems_00070,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00070_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.601483331999999,-66.932459878"
ems_00072,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00072_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.601484581818182,-66.93185105818182"
ems_00073,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00073_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.601381866402878,-66.92999726273382"
ems_00074,aoi12_v2_00087,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00074_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.601712313333334,-66.9332701838889"
ems_00075,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00075_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.602132583695653,-66.92518093793478"
ems_00076,,Possibly damaged,,minor_visible_damage,0.85,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00076_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.602232627627117,-66.92376110355931"
ems_00077,aoi12_v2_00089,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00077_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.602201359551282,-66.9320921798077"
ems_00078,aoi12_v2_00090,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00078_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.603163559,-66.9221401887143"
ems_00079,,Possibly damaged,,uncertain_comparison_problem,0.95,retire_or_manual_locate,retire_existing_vlm_no_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00079_before_after_compare.png,,,"https://www.google.com/maps/search/?api=1&query=10.603577484088397,-66.91877606718232"
ems_00081,aoi12_v2_00103,Possibly damaged,Possibly damaged,minor_visible_damage,0.75,reuse,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00081_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.607220437532895,-66.84336408355263"
ems_00082,aoi12_v2_00104,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00082_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.609762825,-66.840295549375"
ems_00083,aoi12_v2_00106,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00083_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.610366280847458,-66.8243563998305"
ems_00084,aoi12_v2_00108,Damaged,Damaged,uncertain_comparison_problem,0.98,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00084_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61093628,-66.84658064333334"
ems_00085,aoi12_v2_00109,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00085_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.611196907708333,-66.83687010145833"
ems_00086,aoi12_v2_00111,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00086_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61137259894737,-66.83207921263158"
ems_00087,aoi12_v2_00112,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00087_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61238737873606,-66.8272925567658"
ems_00088,aoi12_v2_00123,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00088_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.611131018333333,-66.82205069"
ems_00089,aoi12_v2_00124,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00089_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61156053709091,-66.82944574727273"
ems_00090,aoi12_v2_00125,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00090_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.612323683636363,-66.82729378636363"
ems_00101,aoi12_v2_00126,Damaged,Damaged,possible_major_damage,0.75,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00101_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.611600084538559,-66.82008250418458"
ems_00102,aoi12_v2_00127,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00102_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.612266756744186,-66.84482426534883"
ems_00103,aoi12_v2_00129,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00103_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61217474090909,-66.82466006727273"
